,time,volume,open,high,low,close
1970-01-01 00:00:00.000000258,2019-03-01T09:10:00.000000000Z,13,111.928,111.938,111.925,111.938
1970-01-01 00:00:00.000000259,2019-03-01T09:11:00.000000000Z,5,111.936,111.940,111.933,111.940
1970-01-01 00:00:00.000000260,2019-03-01T09:13:00.000000000Z,5,111.943,111.943,111.940,111.943
1970-01-01 00:00:00.000000261,2019-03-01T09:14:00.000000000Z,10,111.946,111.948,111.938,111.938
1970-01-01 00:00:00.000000262,2019-03-01T09:15:00.000000000Z,4,111.940,111.943,111.938,111.938
1970-01-01 00:00:00.000000263,2019-03-01T09:16:00.000000000Z,9,111.941,111.960,111.941,111.957
1970-01-01 00:00:00.000000264,2019-03-01T09:17:00.000000000Z,2,111.959,111.959,111.957,111.957
1970-01-01 00:00:00.000000265,2019-03-01T09:18:00.000000000Z,3,111.959,111.959,111.954,111.954
1970-01-01 00:00:00.000000266,2019-03-01T09:19:00.000000000Z,3,111.956,111.956,111.952,111.952
1970-01-01 00:00:00.000000267,2019-03-01T09:20:00.000000000Z,6,111.949,111.956,111.949,111.956
1970-01-01 00:00:00.000000268,2019-03-01T09:21:00.000000000Z,4,111.954,111.956,111.954,111.956
1970-01-01 00:00:00.000000269,2019-03-01T09:22:00.000000000Z,5,111.954,111.958,111.951,111.958
1970-01-01 00:00:00.000000270,2019-03-01T09:23:00.000000000Z,10,111.961,111.969,111.961,111.963
1970-01-01 00:00:00.000000271,2019-03-01T09:24:00.000000000Z,6,111.965,111.968,111.960,111.968
1970-01-01 00:00:00.000000272,2019-03-01T09:25:00.000000000Z,6,111.966,111.968,111.963,111.968
1970-01-01 00:00:00.000000273,2019-03-01T09:26:00.000000000Z,5,111.970,111.976,111.968,111.976
1970-01-01 00:00:00.000000274,2019-03-01T09:27:00.000000000Z,4,111.973,111.978,111.973,111.976
1970-01-01 00:00:00.000000275,2019-03-01T09:28:00.000000000Z,2,111.979,111.979,111.976,111.976
1970-01-01 00:00:00.000000276,2019-03-01T09:29:00.000000000Z,5,111.979,111.982,111.976,111.979
1970-01-01 00:00:00.000000277,2019-03-01T09:31:00.000000000Z,6,111.982,111.982,111.974,111.974
1970-01-01 00:00:00.000000278,2019-03-01T09:33:00.000000000Z,6,111.972,111.972,111.960,111.963
1970-01-01 00:00:00.000000279,2019-03-01T09:34:00.000000000Z,6,111.965,111.968,111.964,111.964
1970-01-01 00:00:00.000000280,2019-03-01T09:35:00.000000000Z,8,111.962,111.962,111.954,111.954
1970-01-01 00:00:00.000000281,2019-03-01T09:36:00.000000000Z,6,111.952,111.954,111.945,111.945
1970-01-01 00:00:00.000000282,2019-03-01T09:37:00.000000000Z,15,111.947,111.950,111.938,111.942
1970-01-01 00:00:00.000000283,2019-03-01T09:38:00.000000000Z,6,111.944,111.944,111.937,111.942
1970-01-01 00:00:00.000000284,2019-03-01T09:39:00.000000000Z,7,111.940,111.942,111.935,111.935
1970-01-01 00:00:00.000000285,2019-03-01T09:40:00.000000000Z,7,111.933,111.933,111.922,111.928
1970-01-01 00:00:00.000000286,2019-03-01T09:41:00.000000000Z,13,111.926,111.926,111.910,111.914
1970-01-01 00:00:00.000000287,2019-03-01T09:42:00.000000000Z,19,111.917,111.922,111.906,111.906
1970-01-01 00:00:00.000000288,2019-03-01T09:43:00.000000000Z,6,111.908,111.910,111.906,111.906
1970-01-01 00:00:00.000000289,2019-03-01T09:44:00.000000000Z,6,111.908,111.908,111.898,111.900
1970-01-01 00:00:00.000000290,2019-03-01T09:45:00.000000000Z,10,111.902,111.908,111.898,111.905
1970-01-01 00:00:00.000000291,2019-03-01T09:46:00.000000000Z,3,111.902,111.905,111.902,111.902
1970-01-01 00:00:00.000000292,2019-03-01T09:47:00.000000000Z,4,111.905,111.910,111.905,111.908
1970-01-01 00:00:00.000000293,2019-03-01T09:48:00.000000000Z,5,111.905,111.905,111.897,111.899
1970-01-01 00:00:00.000000294,2019-03-01T09:49:00.000000000Z,4,111.902,111.904,111.901,111.904
1970-01-01 00:00:00.000000295,2019-03-01T09:50:00.000000000Z,6,111.906,111.906,111.901,111.903
1970-01-01 00:00:00.000000296,2019-03-01T09:51:00.000000000Z,2,111.901,111.903,111.901,111.903
1970-01-01 00:00:00.000000297,2019-03-01T09:52:00.000000000Z,2,111.906,111.908,111.906,111.908
1970-01-01 00:00:00.000000298,2019-03-01T09:53:00.000000000Z,8,111.911,111.916,111.908,111.914
1970-01-01 00:00:00.000000299,2019-03-01T09:54:00.000000000Z,4,111.911,111.911,111.908,111.908
1970-01-01 00:00:00.000000300,2019-03-01T09:55:00.000000000Z,7,111.906,111.906,111.901,111.906
1970-01-01 00:00:00.000000301,2019-03-01T09:57:00.000000000Z,3,111.904,111.908,111.904,111.908
1970-01-01 00:00:00.000000302,2019-03-01T09:58:00.000000000Z,5,111.911,111.911,111.901,111.901
1970-01-01 00:00:00.000000303,2019-03-01T09:59:00.000000000Z,10,111.904,111.906,111.902,111.906
1970-01-01 00:00:00.000000304,2019-03-01T10:00:00.000000000Z,8,111.908,111.914,111.906,111.911
1970-01-01 00:00:00.000000305,2019-03-01T10:01:00.000000000Z,13,111.914,111.926,111.913,111.926
1970-01-01 00:00:00.000000306,2019-03-01T10:02:00.000000000Z,10,111.929,111.936,111.926,111.926
1970-01-01 00:00:00.000000307,2019-03-01T10:03:00.000000000Z,12,111.929,111.936,111.926,111.932
1970-01-01 00:00:00.000000308,2019-03-01T10:04:00.000000000Z,3,111.934,111.934,111.932,111.934
1970-01-01 00:00:00.000000309,2019-03-01T10:05:00.000000000Z,5,111.932,111.932,111.927,111.927
1970-01-01 00:00:00.000000310,2019-03-01T10:06:00.000000000Z,6,111.925,111.925,111.915,111.917
1970-01-01 00:00:00.000000311,2019-03-01T10:07:00.000000000Z,3,111.914,111.919,111.914,111.919
1970-01-01 00:00:00.000000312,2019-03-01T10:08:00.000000000Z,7,111.916,111.916,111.908,111.910
1970-01-01 00:00:00.000000313,2019-03-01T10:09:00.000000000Z,7,111.908,111.911,111.904,111.904
1970-01-01 00:00:00.000000314,2019-03-01T10:10:00.000000000Z,3,111.902,111.904,111.901,111.901
1970-01-01 00:00:00.000000315,2019-03-01T10:11:00.000000000Z,5,111.898,111.898,111.887,111.887
1970-01-01 00:00:00.000000316,2019-03-01T10:12:00.000000000Z,10,111.884,111.888,111.872,111.878
1970-01-01 00:00:00.000000317,2019-03-01T10:13:00.000000000Z,9,111.876,111.878,111.868,111.875
1970-01-01 00:00:00.000000318,2019-03-01T10:14:00.000000000Z,11,111.872,111.872,111.860,111.866
1970-01-01 00:00:00.000000319,2019-03-01T10:15:00.000000000Z,11,111.870,111.872,111.856,111.864
1970-01-01 00:00:00.000000320,2019-03-01T10:16:00.000000000Z,2,111.860,111.860,111.858,111.858
1970-01-01 00:00:00.000000321,2019-03-01T10:17:00.000000000Z,4,111.861,111.864,111.858,111.858
1970-01-01 00:00:00.000000322,2019-03-01T10:18:00.000000000Z,5,111.861,111.863,111.856,111.856
1970-01-01 00:00:00.000000323,2019-03-01T10:19:00.000000000Z,10,111.858,111.860,111.854,111.856
1970-01-01 00:00:00.000000324,2019-03-01T10:20:00.000000000Z,20,111.858,111.872,111.858,111.870
1970-01-01 00:00:00.000000325,2019-03-01T10:21:00.000000000Z,11,111.868,111.868,111.853,111.864
1970-01-01 00:00:00.000000326,2019-03-01T10:22:00.000000000Z,3,111.866,111.872,111.866,111.872
1970-01-01 00:00:00.000000327,2019-03-01T10:23:00.000000000Z,8,111.870,111.870,111.856,111.856
1970-01-01 00:00:00.000000328,2019-03-01T10:24:00.000000000Z,6,111.854,111.858,111.851,111.856
1970-01-01 00:00:00.000000329,2019-03-01T10:25:00.000000000Z,5,111.854,111.858,111.854,111.858
1970-01-01 00:00:00.000000330,2019-03-01T10:26:00.000000000Z,2,111.861,111.861,111.858,111.858
1970-01-01 00:00:00.000000331,2019-03-01T10:27:00.000000000Z,8,111.856,111.864,111.853,111.864
1970-01-01 00:00:00.000000332,2019-03-01T10:28:00.000000000Z,4,111.862,111.864,111.860,111.864
1970-01-01 00:00:00.000000333,2019-03-01T10:29:00.000000000Z,3,111.867,111.872,111.867,111.872
1970-01-01 00:00:00.000000334,2019-03-01T10:30:00.000000000Z,4,111.874,111.878,111.873,111.873
1970-01-01 00:00:00.000000335,2019-03-01T10:31:00.000000000Z,2,111.876,111.878,111.876,111.878
1970-01-01 00:00:00.000000336,2019-03-01T10:32:00.000000000Z,6,111.876,111.876,111.870,111.873
1970-01-01 00:00:00.000000337,2019-03-01T10:33:00.000000000Z,6,111.870,111.870,111.863,111.863
1970-01-01 00:00:00.000000338,2019-03-01T10:34:00.000000000Z,9,111.866,111.872,111.865,111.865
1970-01-01 00:00:00.000000339,2019-03-01T10:35:00.000000000Z,13,111.862,111.864,111.851,111.860
1970-01-01 00:00:00.000000340,2019-03-01T10:36:00.000000000Z,7,111.858,111.858,111.843,111.843
1970-01-01 00:00:00.000000341,2019-03-01T10:37:00.000000000Z,10,111.846,111.848,111.836,111.838
1970-01-01 00:00:00.000000342,2019-03-01T10:38:00.000000000Z,9,111.836,111.836,111.826,111.826
1970-01-01 00:00:00.000000343,2019-03-01T10:39:00.000000000Z,4,111.828,111.836,111.828,111.836
1970-01-01 00:00:00.000000344,2019-03-01T10:40:00.000000000Z,3,111.838,111.841,111.838,111.839
1970-01-01 00:00:00.000000345,2019-03-01T10:41:00.000000000Z,6,111.842,111.852,111.842,111.850
1970-01-01 00:00:00.000000346,2019-03-01T10:42:00.000000000Z,4,111.847,111.850,111.845,111.845
1970-01-01 00:00:00.000000347,2019-03-01T10:43:00.000000000Z,8,111.848,111.858,111.848,111.852
1970-01-01 00:00:00.000000348,2019-03-01T10:44:00.000000000Z,11,111.854,111.868,111.854,111.857
1970-01-01 00:00:00.000000349,2019-03-01T10:45:00.000000000Z,6,111.854,111.862,111.854,111.857
1970-01-01 00:00:00.000000350,2019-03-01T10:46:00.000000000Z,7,111.859,111.869,111.859,111.869
1970-01-01 00:00:00.000000351,2019-03-01T10:47:00.000000000Z,3,111.872,111.877,111.872,111.877
1970-01-01 00:00:00.000000352,2019-03-01T10:48:00.000000000Z,10,111.879,111.882,111.877,111.877
1970-01-01 00:00:00.000000353,2019-03-01T10:49:00.000000000Z,2,111.874,111.874,111.872,111.872
1970-01-01 00:00:00.000000354,2019-03-01T10:50:00.000000000Z,3,111.868,111.868,111.864,111.864
1970-01-01 00:00:00.000000355,2019-03-01T10:53:00.000000000Z,6,111.866,111.870,111.860,111.860
1970-01-01 00:00:00.000000356,2019-03-01T10:54:00.000000000Z,7,111.857,111.857,111.850,111.857
1970-01-01 00:00:00.000000357,2019-03-01T10:55:00.000000000Z,12,111.854,111.864,111.854,111.862
1970-01-01 00:00:00.000000358,2019-03-01T10:56:00.000000000Z,6,111.864,111.872,111.862,111.872
1970-01-01 00:00:00.000000359,2019-03-01T10:57:00.000000000Z,3,111.869,111.869,111.864,111.864
1970-01-01 00:00:00.000000360,2019-03-01T10:58:00.000000000Z,5,111.862,111.862,111.851,111.851
1970-01-01 00:00:00.000000361,2019-03-01T10:59:00.000000000Z,8,111.848,111.862,111.848,111.860
1970-01-01 00:00:00.000000362,2019-03-01T11:00:00.000000000Z,10,111.858,111.867,111.854,111.860
1970-01-01 00:00:00.000000363,2019-03-01T11:01:00.000000000Z,8,111.857,111.857,111.845,111.845
1970-01-01 00:00:00.000000364,2019-03-01T11:02:00.000000000Z,2,111.848,111.848,111.844,111.844
1970-01-01 00:00:00.000000365,2019-03-01T11:03:00.000000000Z,5,111.842,111.846,111.842,111.846
1970-01-01 00:00:00.000000366,2019-03-01T11:04:00.000000000Z,9,111.849,111.853,111.846,111.853
1970-01-01 00:00:00.000000367,2019-03-01T11:05:00.000000000Z,6,111.856,111.858,111.854,111.858
1970-01-01 00:00:00.000000368,2019-03-01T11:06:00.000000000Z,9,111.856,111.856,111.843,111.850
1970-01-01 00:00:00.000000369,2019-03-01T11:07:00.000000000Z,6,111.853,111.853,111.842,111.842
1970-01-01 00:00:00.000000370,2019-03-01T11:08:00.000000000Z,3,111.838,111.841,111.838,111.839
1970-01-01 00:00:00.000000371,2019-03-01T11:09:00.000000000Z,2,111.842,111.844,111.842,111.844
1970-01-01 00:00:00.000000372,2019-03-01T11:10:00.000000000Z,5,111.841,111.846,111.841,111.846
1970-01-01 00:00:00.000000373,2019-03-01T11:11:00.000000000Z,5,111.848,111.854,111.848,111.854
1970-01-01 00:00:00.000000374,2019-03-01T11:12:00.000000000Z,4,111.851,111.852,111.849,111.849
1970-01-01 00:00:00.000000375,2019-03-01T11:13:00.000000000Z,5,111.852,111.859,111.852,111.857
1970-01-01 00:00:00.000000376,2019-03-01T11:14:00.000000000Z,5,111.860,111.864,111.859,111.864
1970-01-01 00:00:00.000000377,2019-03-01T11:15:00.000000000Z,4,111.861,111.861,111.858,111.858
1970-01-01 00:00:00.000000378,2019-03-01T11:16:00.000000000Z,1,111.860,111.860,111.860,111.860
1970-01-01 00:00:00.000000379,2019-03-01T11:17:00.000000000Z,3,111.858,111.864,111.858,111.864
1970-01-01 00:00:00.000000380,2019-03-01T11:18:00.000000000Z,2,111.866,111.866,111.864,111.864
1970-01-01 00:00:00.000000381,2019-03-01T11:19:00.000000000Z,6,111.866,111.869,111.864,111.869
1970-01-01 00:00:00.000000382,2019-03-01T11:20:00.000000000Z,4,111.872,111.872,111.866,111.868
1970-01-01 00:00:00.000000383,2019-03-01T11:21:00.000000000Z,1,111.866,111.866,111.866,111.866
1970-01-01 00:00:00.000000384,2019-03-01T11:22:00.000000000Z,5,111.868,111.875,111.868,111.872
1970-01-01 00:00:00.000000385,2019-03-01T11:23:00.000000000Z,1,111.870,111.870,111.870,111.870
1970-01-01 00:00:00.000000386,2019-03-01T11:24:00.000000000Z,3,111.868,111.868,111.866,111.868
1970-01-01 00:00:00.000000387,2019-03-01T11:25:00.000000000Z,3,111.870,111.872,111.870,111.870
1970-01-01 00:00:00.000000388,2019-03-01T11:26:00.000000000Z,2,111.868,111.868,111.866,111.866
1970-01-01 00:00:00.000000389,2019-03-01T11:27:00.000000000Z,1,111.868,111.868,111.868,111.868
1970-01-01 00:00:00.000000390,2019-03-01T11:28:00.000000000Z,2,111.866,111.866,111.863,111.863
1970-01-01 00:00:00.000000391,2019-03-01T11:29:00.000000000Z,4,111.860,111.860,111.857,111.857
1970-01-01 00:00:00.000000392,2019-03-01T11:31:00.000000000Z,6,111.859,111.860,111.857,111.858
1970-01-01 00:00:00.000000393,2019-03-01T11:32:00.000000000Z,6,111.860,111.863,111.858,111.863
1970-01-01 00:00:00.000000394,2019-03-01T11:34:00.000000000Z,1,111.866,111.866,111.866,111.866
1970-01-01 00:00:00.000000395,2019-03-01T11:35:00.000000000Z,3,111.863,111.863,111.858,111.858
1970-01-01 00:00:00.000000396,2019-03-01T11:36:00.000000000Z,2,111.860,111.863,111.860,111.863
1970-01-01 00:00:00.000000397,2019-03-01T11:37:00.000000000Z,2,111.860,111.860,111.858,111.858
1970-01-01 00:00:00.000000398,2019-03-01T11:39:00.000000000Z,3,111.861,111.861,111.856,111.856
1970-01-01 00:00:00.000000399,2019-03-01T11:40:00.000000000Z,3,111.859,111.864,111.859,111.864
1970-01-01 00:00:00.000000400,2019-03-01T11:42:00.000000000Z,1,111.862,111.862,111.862,111.862
1970-01-01 00:00:00.000000401,2019-03-01T11:43:00.000000000Z,3,111.864,111.864,111.862,111.864
1970-01-01 00:00:00.000000402,2019-03-01T11:45:00.000000000Z,10,111.862,111.862,111.844,111.844
1970-01-01 00:00:00.000000403,2019-03-01T11:46:00.000000000Z,19,111.842,111.842,111.820,111.821
1970-01-01 00:00:00.000000404,2019-03-01T11:47:00.000000000Z,3,111.818,111.818,111.814,111.814
1970-01-01 00:00:00.000000405,2019-03-01T11:48:00.000000000Z,6,111.816,111.819,111.814,111.818
1970-01-01 00:00:00.000000406,2019-03-01T11:49:00.000000000Z,4,111.820,111.820,111.812,111.812
1970-01-01 00:00:00.000000407,2019-03-01T11:50:00.000000000Z,3,111.814,111.814,111.810,111.810
1970-01-01 00:00:00.000000408,2019-03-01T11:51:00.000000000Z,9,111.808,111.810,111.803,111.808
1970-01-01 00:00:00.000000409,2019-03-01T11:52:00.000000000Z,3,111.810,111.814,111.810,111.814
1970-01-01 00:00:00.000000410,2019-03-01T11:53:00.000000000Z,5,111.817,111.817,111.813,111.813
1970-01-01 00:00:00.000000411,2019-03-01T11:54:00.000000000Z,16,111.810,111.827,111.808,111.827
1970-01-01 00:00:00.000000412,2019-03-01T11:55:00.000000000Z,9,111.830,111.846,111.830,111.846
1970-01-01 00:00:00.000000413,2019-03-01T11:56:00.000000000Z,9,111.842,111.852,111.840,111.848
1970-01-01 00:00:00.000000414,2019-03-01T11:57:00.000000000Z,7,111.850,111.852,111.844,111.844
1970-01-01 00:00:00.000000415,2019-03-01T11:58:00.000000000Z,9,111.842,111.842,111.821,111.821
1970-01-01 00:00:00.000000416,2019-03-01T11:59:00.000000000Z,2,111.823,111.823,111.820,111.820
1970-01-01 00:00:00.000000417,2019-03-01T12:00:00.000000000Z,5,111.818,111.820,111.815,111.818
1970-01-01 00:00:00.000000418,2019-03-01T12:01:00.000000000Z,4,111.815,111.817,111.815,111.817
1970-01-01 00:00:00.000000419,2019-03-01T12:02:00.000000000Z,2,111.815,111.815,111.812,111.812
1970-01-01 00:00:00.000000420,2019-03-01T12:03:00.000000000Z,7,111.816,111.818,111.814,111.816
1970-01-01 00:00:00.000000421,2019-03-01T12:04:00.000000000Z,3,111.818,111.818,111.814,111.814
1970-01-01 00:00:00.000000422,2019-03-01T12:05:00.000000000Z,1,111.812,111.812,111.812,111.812
1970-01-01 00:00:00.000000423,2019-03-01T12:06:00.000000000Z,6,111.814,111.827,111.814,111.827
1970-01-01 00:00:00.000000424,2019-03-01T12:07:00.000000000Z,2,111.829,111.829,111.827,111.827
1970-01-01 00:00:00.000000425,2019-03-01T12:10:00.000000000Z,4,111.824,111.827,111.822,111.827
1970-01-01 00:00:00.000000426,2019-03-01T12:11:00.000000000Z,6,111.830,111.836,111.830,111.833
1970-01-01 00:00:00.000000427,2019-03-01T12:13:00.000000000Z,5,111.830,111.830,111.826,111.826
1970-01-01 00:00:00.000000428,2019-03-01T12:14:00.000000000Z,22,111.823,111.834,111.823,111.830
1970-01-01 00:00:00.000000429,2019-03-01T12:15:00.000000000Z,7,111.828,111.830,111.824,111.824
1970-01-01 00:00:00.000000430,2019-03-01T12:16:00.000000000Z,12,111.820,111.820,111.808,111.812
1970-01-01 00:00:00.000000431,2019-03-01T12:17:00.000000000Z,8,111.810,111.810,111.803,111.808
1970-01-01 00:00:00.000000432,2019-03-01T12:18:00.000000000Z,12,111.806,111.806,111.788,111.788
1970-01-01 00:00:00.000000433,2019-03-01T12:19:00.000000000Z,6,111.790,111.790,111.785,111.787
1970-01-01 00:00:00.000000434,2019-03-01T12:20:00.000000000Z,2,111.790,111.790,111.788,111.788
1970-01-01 00:00:00.000000435,2019-03-01T12:21:00.000000000Z,11,111.790,111.802,111.790,111.794
1970-01-01 00:00:00.000000436,2019-03-01T12:22:00.000000000Z,2,111.796,111.799,111.796,111.799
1970-01-01 00:00:00.000000437,2019-03-01T12:23:00.000000000Z,10,111.796,111.796,111.782,111.784
1970-01-01 00:00:00.000000438,2019-03-01T12:24:00.000000000Z,4,111.787,111.790,111.787,111.790
1970-01-01 00:00:00.000000439,2019-03-01T12:25:00.000000000Z,2,111.788,111.788,111.784,111.784
1970-01-01 00:00:00.000000440,2019-03-01T12:26:00.000000000Z,14,111.788,111.798,111.788,111.790
1970-01-01 00:00:00.000000441,2019-03-01T12:27:00.000000000Z,5,111.788,111.788,111.777,111.777
1970-01-01 00:00:00.000000442,2019-03-01T12:28:00.000000000Z,8,111.780,111.783,111.778,111.782
1970-01-01 00:00:00.000000443,2019-03-01T12:29:00.000000000Z,5,111.784,111.784,111.782,111.784
1970-01-01 00:00:00.000000444,2019-03-01T12:30:00.000000000Z,13,111.782,111.792,111.778,111.778
1970-01-01 00:00:00.000000445,2019-03-01T12:31:00.000000000Z,2,111.775,111.775,111.772,111.772
1970-01-01 00:00:00.000000446,2019-03-01T12:32:00.000000000Z,2,111.770,111.773,111.770,111.773
1970-01-01 00:00:00.000000447,2019-03-01T12:33:00.000000000Z,2,111.776,111.778,111.776,111.778
1970-01-01 00:00:00.000000448,2019-03-01T12:34:00.000000000Z,1,111.780,111.780,111.780,111.780
1970-01-01 00:00:00.000000449,2019-03-01T12:35:00.000000000Z,3,111.782,111.787,111.782,111.787
1970-01-01 00:00:00.000000450,2019-03-01T12:36:00.000000000Z,4,111.790,111.795,111.790,111.792
1970-01-01 00:00:00.000000451,2019-03-01T12:37:00.000000000Z,10,111.790,111.796,111.788,111.792
1970-01-01 00:00:00.000000452,2019-03-01T12:39:00.000000000Z,4,111.789,111.792,111.786,111.786
1970-01-01 00:00:00.000000453,2019-03-01T12:40:00.000000000Z,13,111.788,111.798,111.788,111.794
1970-01-01 00:00:00.000000454,2019-03-01T12:41:00.000000000Z,8,111.791,111.800,111.791,111.798
1970-01-01 00:00:00.000000455,2019-03-01T12:42:00.000000000Z,3,111.795,111.795,111.790,111.790
1970-01-01 00:00:00.000000456,2019-03-01T12:43:00.000000000Z,2,111.788,111.788,111.784,111.784
1970-01-01 00:00:00.000000457,2019-03-01T12:44:00.000000000Z,11,111.787,111.792,111.772,111.772
1970-01-01 00:00:00.000000458,2019-03-01T12:45:00.000000000Z,17,111.775,111.792,111.775,111.785
1970-01-01 00:00:00.000000459,2019-03-01T12:46:00.000000000Z,7,111.782,111.789,111.780,111.786
1970-01-01 00:00:00.000000460,2019-03-01T12:47:00.000000000Z,8,111.784,111.787,111.772,111.772
1970-01-01 00:00:00.000000461,2019-03-01T12:48:00.000000000Z,5,111.769,111.774,111.767,111.774
1970-01-01 00:00:00.000000462,2019-03-01T12:49:00.000000000Z,9,111.772,111.787,111.772,111.787
1970-01-01 00:00:00.000000463,2019-03-01T12:50:00.000000000Z,2,111.785,111.787,111.785,111.787
1970-01-01 00:00:00.000000464,2019-03-01T12:51:00.000000000Z,22,111.790,111.799,111.790,111.796
1970-01-01 00:00:00.000000465,2019-03-01T12:52:00.000000000Z,4,111.799,111.807,111.799,111.807
1970-01-01 00:00:00.000000466,2019-03-01T12:53:00.000000000Z,3,111.804,111.804,111.800,111.800
1970-01-01 00:00:00.000000467,2019-03-01T12:55:00.000000000Z,6,111.802,111.812,111.802,111.812
1970-01-01 00:00:00.000000468,2019-03-01T12:56:00.000000000Z,5,111.814,111.825,111.814,111.825
1970-01-01 00:00:00.000000469,2019-03-01T12:57:00.000000000Z,7,111.828,111.833,111.825,111.833
1970-01-01 00:00:00.000000470,2019-03-01T12:58:00.000000000Z,9,111.831,111.846,111.831,111.846
1970-01-01 00:00:00.000000471,2019-03-01T12:59:00.000000000Z,14,111.849,111.854,111.842,111.848
1970-01-01 00:00:00.000000472,2019-03-01T13:00:00.000000000Z,14,111.846,111.848,111.836,111.848
1970-01-01 00:00:00.000000473,2019-03-01T13:01:00.000000000Z,9,111.852,111.867,111.852,111.862
1970-01-01 00:00:00.000000474,2019-03-01T13:02:00.000000000Z,20,111.860,111.878,111.860,111.874
1970-01-01 00:00:00.000000475,2019-03-01T13:03:00.000000000Z,17,111.872,111.872,111.850,111.863
1970-01-01 00:00:00.000000476,2019-03-01T13:04:00.000000000Z,11,111.865,111.890,111.865,111.890
1970-01-01 00:00:00.000000477,2019-03-01T13:05:00.000000000Z,18,111.892,111.892,111.880,111.890
1970-01-01 00:00:00.000000478,2019-03-01T13:06:00.000000000Z,11,111.888,111.888,111.878,111.882
1970-01-01 00:00:00.000000479,2019-03-01T13:07:00.000000000Z,6,111.884,111.890,111.884,111.888
1970-01-01 00:00:00.000000480,2019-03-01T13:08:00.000000000Z,14,111.890,111.898,111.886,111.898
1970-01-01 00:00:00.000000481,2019-03-01T13:09:00.000000000Z,17,111.901,111.901,111.888,111.895
1970-01-01 00:00:00.000000482,2019-03-01T13:10:00.000000000Z,18,111.892,111.892,111.882,111.884
1970-01-01 00:00:00.000000483,2019-03-01T13:11:00.000000000Z,10,111.888,111.895,111.888,111.895
1970-01-01 00:00:00.000000484,2019-03-01T13:12:00.000000000Z,10,111.892,111.902,111.890,111.890
1970-01-01 00:00:00.000000485,2019-03-01T13:13:00.000000000Z,9,111.887,111.887,111.882,111.882
1970-01-01 00:00:00.000000486,2019-03-01T13:14:00.000000000Z,16,111.880,111.887,111.877,111.882
1970-01-01 00:00:00.000000487,2019-03-01T13:15:00.000000000Z,11,111.880,111.887,111.876,111.878
1970-01-01 00:00:00.000000488,2019-03-01T13:16:00.000000000Z,16,111.876,111.882,111.866,111.869
1970-01-01 00:00:00.000000489,2019-03-01T13:17:00.000000000Z,12,111.872,111.884,111.869,111.884
1970-01-01 00:00:00.000000490,2019-03-01T13:18:00.000000000Z,27,111.881,111.881,111.844,111.846
1970-01-01 00:00:00.000000491,2019-03-01T13:19:00.000000000Z,19,111.844,111.847,111.831,111.831
1970-01-01 00:00:00.000000492,2019-03-01T13:20:00.000000000Z,27,111.828,111.846,111.819,111.838
1970-01-01 00:00:00.000000493,2019-03-01T13:21:00.000000000Z,26,111.840,111.852,111.828,111.852
1970-01-01 00:00:00.000000494,2019-03-01T13:22:00.000000000Z,20,111.854,111.868,111.854,111.864
1970-01-01 00:00:00.000000495,2019-03-01T13:23:00.000000000Z,23,111.862,111.862,111.849,111.852
1970-01-01 00:00:00.000000496,2019-03-01T13:24:00.000000000Z,12,111.855,111.857,111.848,111.857
1970-01-01 00:00:00.000000497,2019-03-01T13:25:00.000000000Z,19,111.854,111.854,111.838,111.845
1970-01-01 00:00:00.000000498,2019-03-01T13:26:00.000000000Z,24,111.848,111.888,111.848,111.882
1970-01-01 00:00:00.000000499,2019-03-01T13:27:00.000000000Z,14,111.884,111.884,111.874,111.882
1970-01-01 00:00:00.000000500,2019-03-01T13:28:00.000000000Z,20,111.884,111.896,111.881,111.891
1970-01-01 00:00:00.000000501,2019-03-01T13:29:00.000000000Z,22,111.888,111.898,111.882,111.890
1970-01-01 00:00:00.000000502,2019-03-01T13:30:00.000000000Z,29,111.888,111.896,111.868,111.870
1970-01-01 00:00:00.000000503,2019-03-01T13:31:00.000000000Z,21,111.868,111.868,111.855,111.857
1970-01-01 00:00:00.000000504,2019-03-01T13:32:00.000000000Z,26,111.854,111.862,111.844,111.857
1970-01-01 00:00:00.000000505,2019-03-01T13:33:00.000000000Z,12,111.854,111.857,111.850,111.857
1970-01-01 00:00:00.000000506,2019-03-01T13:34:00.000000000Z,20,111.859,111.876,111.856,111.867
1970-01-01 00:00:00.000000507,2019-03-01T13:35:00.000000000Z,24,111.864,111.872,111.860,111.867
1970-01-01 00:00:00.000000508,2019-03-01T13:36:00.000000000Z,16,111.864,111.864,111.852,111.857
1970-01-01 00:00:00.000000509,2019-03-01T13:37:00.000000000Z,11,111.855,111.865,111.852,111.864
1970-01-01 00:00:00.000000510,2019-03-01T13:38:00.000000000Z,28,111.862,111.865,111.850,111.861
1970-01-01 00:00:00.000000511,2019-03-01T13:39:00.000000000Z,16,111.864,111.864,111.858,111.861
1970-01-01 00:00:00.000000512,2019-03-01T13:40:00.000000000Z,24,111.858,111.862,111.850,111.854
1970-01-01 00:00:00.000000513,2019-03-01T13:41:00.000000000Z,8,111.852,111.854,111.848,111.850
1970-01-01 00:00:00.000000514,2019-03-01T13:42:00.000000000Z,11,111.852,111.852,111.828,111.828
1970-01-01 00:00:00.000000515,2019-03-01T13:43:00.000000000Z,19,111.830,111.851,111.830,111.842
1970-01-01 00:00:00.000000516,2019-03-01T13:44:00.000000000Z,12,111.838,111.844,111.836,111.842
